comment_id,sentence_idx_in_comment,sentence,label,source
5502,4,"Read the Quran if you don't believe me, it doesn't bite, it's a book.",0,threat_corpus
5502,5,"anyway, how many muslims do u actually meet who are willing to kill a kafir?",0,threat_corpus
5503,0,I only thanks GOD that I'm a MUSLIM !!,0,threat_corpus
5504,0,Obama has a high ethical character?,0,threat_corpus
5504,1,"He's a habitual liar, has sent commands to kill people with no charges or proof of any crime committed and no trial, continues advocating and signing into law bills that steal from people and intervene on their privacy and freedom.",0,threat_corpus
5504,2,Forcing others to comply.,0,threat_corpus
5504,3,"The obamacare bill is basically an open ended law that gives the feds and the 150+ agencies it creates the power to go into anyone's home and take their children, force immunizations.Romney is no better tho",0,threat_corpus
5505,0,Muslim preaches hate.,0,threat_corpus
5505,1,The highest regarded prophet in Muslim faith is Mohammad who married his own niece at the age of 6 then consummated that marriage at the age of 9.,0,threat_corpus
5505,2,Mohammad is a womanizer and a drunkard that promotes violence against woman as evident by the way women are treated in Muslim countries.,0,threat_corpus
5505,3,"For arguments sake, let's say he believes in God and what was preached by his pastor.",0,threat_corpus
5505,4,Now we have a strong hate-America message to contend with.,0,threat_corpus
5505,5,You still need more reasoning?,0,threat_corpus
5506,0,"it's not the Muslim thing that annoys me, but that he tells everyone he's black",0,threat_corpus
5507,0,"Not once did he say ""I'm a Muslim""",0,threat_corpus
5508,0,"Obviously, you have read them, but have not understood them.",0,threat_corpus
5508,1,We view the old testament through the LENS of the New Testament.,0,threat_corpus
5508,2,"You have taken the verse out of context because it is also written many, many times that sin is death.",0,threat_corpus
5508,3,"From my experience, dishonoring my parents leads to death.",0,threat_corpus
5508,4,"You can't take these biblical scripture for face value, you have to chew on it and meditate on it.",0,threat_corpus
5508,5,"Before you do that, do not speak about what you're ignorant about.",0,threat_corpus
5509,0,lol im not gonna reply to your stupid comment...but let me tell you something..Bible is filled with nonscientific and unreal things..i can bring all that out but who cares what you think ..im not gonna waste my time debating you...so go read your scripture and fuck off,0,threat_corpus
5510,0,obamacare and national healthcare,0,threat_corpus
5510,1,took unemployment down,0,threat_corpus
5510,2,prevented a depression,0,threat_corpus
5510,3,took us outta iraq,0,threat_corpus
5510,4,he did a good job and hes a great president.,0,threat_corpus
5510,5,my first vote will be for obama.,0,threat_corpus
5511,0,As if Christians get mad at this.,0,threat_corpus
5511,1,"The bible alllows sex slavery, depicts a god who stands by rape & burns a city because they're not loyal (what Stalin did but even more sinister) and it embraces sexism.",0,threat_corpus
5511,2,It's a divine North Korea and more dictatorial than any other.,0,threat_corpus
5511,3,"Don't call him un american, the founding fathers were anti religious - ""In every age and every country, the priest has been hostile to liberty"" - Thomas Jefferson",0,threat_corpus
5512,0,I don't understand why so many people hate the Israelis?,0,threat_corpus
5513,0,"But If Obama was realy musslim why he didn't help us in Jerusalem problem and Gaza problem and Afganustan, Iraq, Seria, Somal, Burma ""Mainamar"", Yemen ?!!",0,threat_corpus
5513,1,and who cares he is musslim or no he is just american citizen !,0,threat_corpus
5514,0,"You must be 12 years old or really stupid to think this way, just think once more about what you said, so a president from korean origins should favorise koreans?",0,threat_corpus
5514,1,your way of reasoning in confused.,0,threat_corpus
5515,0,I mean a diplomacy helping !!!!!!﻿,0,threat_corpus
5516,0,FUCK OBAMA IS NOT MUSLIMS!!!,0,threat_corpus
5516,1,HE WAS 'MURTAD' !!!,0,threat_corpus
5516,2,GO DIE THE SLAVE OF SATAN !!,1,threat_corpus
5516,3,U WILL SUFFER AFTER U DYING !!!,1,threat_corpus
5517,0,in response to this video....,0,threat_corpus
5517,1,who in the hell cares?!?!?!?!?!?!,0,threat_corpus
5517,2,GROW up america!!,0,threat_corpus
5518,0,"God, get over yourselves",0,threat_corpus
5519,0,He believes in the reptilian brain...I would say he worships G.O.D.,0,threat_corpus
5519,1,gold oil dollar﻿,0,threat_corpus
5520,0,Go Muslims all christians u dont know ANY FUCKING THING ABOUT MUSLIMS first they pray they respect god and 2nd theyre AWESOME!,0,threat_corpus
5521,0,Well it's more important then u think.,0,threat_corpus
5521,1,"When the President wants to give billions to the Muslim Brotherhood in Egypt(and no they are not peaceful Islamist but radical versus then an ordinary Muslim) and states Israel does not need protection when surrounded by nations who want to destroy them, then while you are right there are problems in the world, but u have to think why the President is help fueling that trouble...",0,threat_corpus
5522,0,Probably a soarass Republican loaded this video ..,0,threat_corpus
5522,1,Dont give a rats ass what Obama is,0,threat_corpus
5522,2,GET OVER IT...,0,threat_corpus
5523,0,Those terrorist acts committed by a few extremists do not represent real Islam.,0,threat_corpus
5523,1,"The Prophet Muhammad (saw) forbid the killing of civilians, women, children, and the elderly.",0,threat_corpus
5523,2,"The major Muslim scholars have all denounced terrorism and killing of non-combatants, including all the attacks you have just mentioned.",0,threat_corpus
5523,3,"Stop falling for the propaganda, and do some honest research.",0,threat_corpus
5523,4,May Allah guide you.,0,threat_corpus
5524,0,If more people acted as such the world would be a better place:),0,threat_corpus
5525,0,I knew him and his wife were never true Americans.,0,threat_corpus
5525,1,His goal is to destroy America from the inside out I am amazed that he is not going to carry 48 states.,0,threat_corpus
5525,2,Giving freebies & and entitlements are going to cause the USA to fall?????,0,threat_corpus
5526,0,America was never at war with Islam America was at war with alQueda,0,threat_corpus
5527,0,"It is amazing how many ignorant people believe if you practice Islam, you promote and practice terrorism.......",0,threat_corpus
5528,0,Theres alot of muslim people i know who are so kind and good and also Christians.,0,threat_corpus
5528,1,WHAT im trying to say i that.,0,threat_corpus
5528,2,You cant say that muslims are bad or cristians are bad.,0,threat_corpus
5528,3,We are HUMAN.,0,threat_corpus
5528,4,WE SHOULD ACT LIKE A HUMAN.,0,threat_corpus
5528,5,WE have to respect other beliefs ryt?,0,threat_corpus
5529,0,muslims hate america and christians...,0,threat_corpus
5529,1,and christianity is over half the population of america...,0,threat_corpus
5529,2,they also hate any other religion than there own.,0,threat_corpus
5529,3,but christian rooted religions 10x more,0,threat_corpus
5530,0,You filthy slut..,0,threat_corpus
5530,1,what the fuck is wrong with you?,0,threat_corpus
5530,2,I'd bet you're some raghead who's just trying to get people to convert.,0,threat_corpus
5530,3,you bastard..i hope you and your entire family burn in hell along with the filthy,1,threat_corpus
5530,4,pedo donkey fucking terrorists.,0,threat_corpus
5531,0,"Evidently, you love being treated like a piece of property, like a car or a house.",0,threat_corpus
5531,1,You also condone muslims beheading people and feel that infidels must die.,0,threat_corpus
5531,2,"If that is way you feel, you can pack up your goats, camels and sheep and get the hell out of our country.",0,threat_corpus
5531,3,We don't need your kind here.,0,threat_corpus
5532,0,"IF HE IS MUSLIM...Why does he drink alcohol, eat pork, marry a Christian, and go to church on Sundays?",0,threat_corpus
5533,0,You are so sick....you put this whole thing together with edited snippets of things.,0,threat_corpus
5533,1,Just like a conservative to try to twist things around.,0,threat_corpus
5533,2,I feel sorry for you all....you are junk journalists.,0,threat_corpus
5534,0,"Unlike Christianity, Islam evangelizes by the sword.",0,threat_corpus
5534,1,Convert or be beheaded (or crucified and/or limbs cut off [Sura 5:33]).,1,threat_corpus
5534,2,"By definition it is anti-Christ (John's 1st Epistle), by denying the Son they deny the Father.",0,threat_corpus
5534,3,It is worthy to note that this denial of Christ is inscribed on the Dome of the Rock mosque on the Temple Mount...,0,threat_corpus
5534,4,this is not an accident.,0,threat_corpus
5535,0,"Long ago,he IS A MUSLIM,but he went out of MUSLIM NOW,he is from indonesia",0,threat_corpus
5536,0,Ooooooo he's a muslim.,0,threat_corpus
5537,0,Whoever made this video either you know what the president is trying to get at and just manipulating his words or you really are that stupid!,0,threat_corpus
5537,1,"You do know he could sue your ass for defamation of character, right?",0,threat_corpus
5538,0,You can't sue if it's true.,0,threat_corpus
5538,1,"Like the Fed Reserve can't sue for claiming that it is a private corporation, not governmental organization.",0,threat_corpus
5538,2,Or Barack can't sue Joe Gilbert for releasing pictures of his mother posing nude for one of Hawaii's top Communists.,0,threat_corpus
5539,0,lies lies they have done none of this vote this jack ass out muslium are haters death to all that are not musliums Barry brack obummer,0,threat_corpus
5540,0,"if hes a muslim, ILL VOTE FOR HIM !!",0,threat_corpus
5541,0,Why on earth do people vote for this jackass?,0,threat_corpus
5541,1,Bunch of stupid sheep just following the shepherd.,0,threat_corpus
5541,2,Wake up America!!,0,threat_corpus
5541,3,You certainly will deserve what is coming to you.,0,threat_corpus
5541,4,He is saying it right out of his mouth.,0,threat_corpus
5541,5,Yet you still believe he is not muslim.,0,threat_corpus
5541,6,You people who belive this EVIL bastard are the ones who would believe one plus one is four if he said it is .Shame on you idiots!!!!!!!1,0,threat_corpus
5542,0,oh fuck you.,0,threat_corpus
5543,0,there are two different kind of Muslims: the ones like you and me and the extremists that kill non-believers.,0,threat_corpus
5543,1,even Catholicism talks about sending non-Catholics to hell.,0,threat_corpus
5543,2,regular Muslim are no different from you and me and it is against,0,threat_corpus
5544,0,"yeah but you dont see catholic ""extremists"" going on killing sprees, and trying to take away americas rights",0,threat_corpus
5545,0,And the problem is?,0,threat_corpus
5545,1,The Constitution makes no requirement of faith to serve as a President.,0,threat_corpus
5546,0,This is a whole lot of BS pieced together in a view totally out of context.,0,threat_corpus
5547,0,I am not one to use youtube and definitely not post comments.,0,threat_corpus
5547,1,I do not deny that there is no restriction of beliefs to hold office.,0,threat_corpus
5547,2,But I do know that the Muslim faith is heavily based against our American rights.,0,threat_corpus
5547,3,"I am ex military and have seen first hand what extremes muslim religion take that are not what we, as Americans, beleive.",0,threat_corpus
5547,4,The whole war on terror was caused by Muslim extremists.,0,threat_corpus
5547,5,They hate our way of life and our freedom.,0,threat_corpus
5547,6,Which is exactly what obama is slowly taking away.,0,threat_corpus
5548,0,dude there is not a single sentence in qur'an saying ( kill non believers ) or ( kill innocents ) i don't know where people get there information .,0,threat_corpus
5548,1,most people in the middle east hate american government ( not Christians ) and still not to the point of committing violence.,0,threat_corpus
5549,0,islamic schools have tried to been established in norway where the punishment of not believing in islam is death.,0,threat_corpus
5549,1,Sharia law has been spreading throughout Australia trying to take over Australian law.,0,threat_corpus
5549,2,"Muslim radicals are offended by Americas freedom and yet we give free welfare to islamic people in Dearborn, Michigan (which is why there is a huge population of muslims there.",0,threat_corpus
5549,3,"German schools are being infested with Islamic people, along with the UK.",0,threat_corpus
5549,4,GO BACK TO YOUR COUNTRY.,0,threat_corpus
5550,0,dont even get me started on Denmark too...,0,threat_corpus
5551,0,"piensen por quien van a votar latinos, las convinciones religiosas, tambien dictan los sentimientos para gobernar?",0,threat_corpus
5552,0,"No puede gobernar basándose exclusivamente en sus convicciones religiosas, aún si efectivamente fuera un musulmán.",0,threat_corpus
5552,1,"No porque sea mejor que cualquier otro, si no porque no tiene forma legal de hacerlo, separación de la iglesia y el estado les suena a algo?",0,threat_corpus
5552,2,"No puede hacer leyes basadas en leyes religiosas, es anti-constitucional.",0,threat_corpus
5552,3,"Así que todo este asunto de si el tipo es musulmán o no, es una estupidez.",0,threat_corpus
5553,0,Only after we kill retards like you,1,threat_corpus
5554,0,It is not about the religion- it is about a HALF WHITE LIEING PRESIDENT!,0,threat_corpus
5554,1,"Denies his race, his own mother , his real religion and his real politics which are socialist if not communist-duhhh!",0,threat_corpus
5555,0,"I have catholic, buddhist and muslim in my family...",0,threat_corpus
5555,1,liker early people ?,0,threat_corpus
5555,2,why are you scared and why are u ignorant..,0,threat_corpus
5555,3,"I like all religion, learnt it and love reading the quran, the bible and the wisdom of buddha...",0,threat_corpus
5555,4,so SUE me !!!,0,threat_corpus
5556,0,Cause we dont hire retards like you.,0,threat_corpus
5556,1,Keep voting for socialism n losers like u will continue to be unable to find jobs,0,threat_corpus
5557,0,Haha that is COMPLETELY irrelevant.,0,threat_corpus
5557,1,Keep voting for romney and kill MILLIONS of elderly people you dumb prick.,0,threat_corpus
5558,0,In so far as religions and gods were created by people then fine it was ultimately people that are at fault.,0,threat_corpus
5558,1,I stand by what I said though.,0,threat_corpus
5558,2,"As far as the basis for institutions of religion, they promote what I wrote in my comment.",0,threat_corpus
5558,3,The people are just following what the the religions teach.,0,threat_corpus
5558,4,"Most say they are the only religion, there is no other god.",0,threat_corpus
5558,5,They divide people.,0,threat_corpus
5558,6,Pit one group against another.,0,threat_corpus
5558,7,"You are giving the guns don't kill people, people kill people argument.",0,threat_corpus
5559,0,"Let's discuss the actual religions, does the bible says ""go fucking invade another continent and kill 90% of their population""?",0,threat_corpus
5559,1,"No, but people did it, in the name of god, anyway.",0,threat_corpus
5559,2,"That for sure has something to do with interpretation or at least, with manipulation.",0,threat_corpus
5559,3,"THe bible don't say ""kill Saddam Hussein"", but hey, Bush said god commanded him to invade Iraq, and kill him!",0,threat_corpus
5559,4,"So, what makes you think, this kind of shit does not happen in islam.",0,threat_corpus
5559,5,"The Quran does not say ""commit 9/11"" in any part",0,threat_corpus
5560,0,"The god of the bible instructed his followers to wipe out entire cities, commit total genocide on other people in many case for nothing more than not believing in him.",0,threat_corpus
5560,1,The bible says that god gave the jews certain lands.,0,threat_corpus
5560,2,Please don't go and say religions are not to blame for anything.,0,threat_corpus
5560,3,As I said at their heart they are very divisive.,0,threat_corpus
5560,4,They don't promote coming together of people.,0,threat_corpus
5560,5,If someone is of differing faith than they aren't worthy in the eyes of god.,0,threat_corpus
5561,0,I'm not agree.,0,threat_corpus
5561,1,"The bible is for sure about god wiping out cities, yes.",0,threat_corpus
5561,2,"But it actually doesn't say: ""you can wipe out other cities"".",0,threat_corpus
5561,3,"So, bible quotes about go acting like ann asshole are really not meant to be followed, the pseudo-hystorical.",0,threat_corpus
5561,4,"Come on, the bible is mostly a myth (which doesn't necessarily mean un-true, check dictionary), quite few of it constitutes actual ""teachings"".",0,threat_corpus
5561,5,"And Islam, well, Islam lacks of SUCH a myrhical literature.",0,threat_corpus
5561,6,"But it happens like with christianity,",0,threat_corpus
5562,0,"the worst parts of it are simply left behind, unless someone actually forces those things, and that someone is always an extremist.",0,threat_corpus
5562,1,"Come on, get to know some muslims, and you'll see no one actually does want to take part in a jihad.",0,threat_corpus
5562,2,"Which does not mean shit can't be done in the name of Islam, but that's not a fault of the religion per se, it is carried by some sort of institution, being it a terrorist group,or a government, or any other thing in the middle.",0,threat_corpus
5563,0,"The difference here is that Jesus and the New Testament don't teach you to kill others if they won't convert, Islam does.",0,threat_corpus
5563,1,"You see, a fundamentalist 'Christian' preaches, teaches, and follows the commandments of God as given in the Bible (e.g.",0,threat_corpus
5563,2,"Love your neighbor as yourself, do unto others as they do unto you, turn the other cheek).",0,threat_corpus
5564,0,"However, a fundamentalist Muslim will force your conversion or kill you in the process.",0,threat_corpus
5564,1,"If you don't believe that, read the Quran.",0,threat_corpus
5564,2,"If you continue to argue that is not the case and you refuse to read and investigate the Quran, then you are the ignorant one and have no place in this conversation.",0,threat_corpus
5565,0,Obama 2012 ﻿,0,threat_corpus
5566,0,im a republicain..i dont need no stinkin context...duuuhhhrrr.,0,threat_corpus
5567,0,"Saying that the Bible proves God exists is like saying Back to the Future proves that a time machine can be mounted on a DeLorean, or that Super Mario Bros.",0,threat_corpus
5567,1,proves that eating a mushroom makes you grow twice as big.,0,threat_corpus
5568,0,I'm sure Obama doesn't want to kill us.,0,threat_corpus
5568,1,"Besides, I don't hear him saying anything that he is a Muslim.",0,threat_corpus
5568,2,Only that his parents were Muslim and he was brought up in the religion.,0,threat_corpus
5568,3,People need to relax!,0,threat_corpus
5568,4,All the things that Romney says he is doing is going to make this country harder to live in for everyone.,0,threat_corpus
5568,5,I'd rather have a Muslim who does nothing than a Mormon who makes things worse.,0,threat_corpus
5568,6,You really want Bush all over again?,0,threat_corpus
5569,0,And Anarchists and Satanists don't?,0,threat_corpus
5570,0,Dall u obama lover can shut the fuck up u guys are fucking dumb I can't wait til romney wins by way more votes u fucking retards,0,threat_corpus
5571,0,And Romney is a Mormon.,0,threat_corpus
5571,1,Bush was a Catholic and Clinton was a Christian.,0,threat_corpus
5571,2,Some of our presidents were Atheists.,0,threat_corpus
5571,3,Last I checked this was America and we had freedom of religion.,0,threat_corpus
5571,4,If you people want to get so technical about his religion how about this: This country was founded on Christian principles.,0,threat_corpus
5571,5,Are all of you people Christians or are you Catholics and Atheists?,0,threat_corpus
5571,6,I'm sure no 1 have a problem if he was Agnostic.,0,threat_corpus
5571,7,Agnostics make no sense.,0,threat_corpus
5571,8,You people are all just stupid and confused!,0,threat_corpus
5572,0,YES ALL Muslims hate america.,0,threat_corpus
5572,1,like all Americans hate the french and seafood.,0,threat_corpus
5572,2,Even Americans that are Muslim hate the fact that they have free speech and freedom to change religion if they want to here.,0,threat_corpus
5572,3,they even hate the fact that If they want they can marry a catholic women or man and still retain their faith.,0,threat_corpus
5572,4,Muslims don't want to destroy us People who use Islam as a tool of hate want to kill anything including there own people.,0,threat_corpus
5573,0,You're just thinking of the extremists.,0,threat_corpus
5573,1,The people of Islam who wish to blow all of us up are the equivalent of the KKK who torture and attempt to eradicate all non-whites.,0,threat_corpus
5573,2,That doesn't mean all Christians wish to do that.,0,threat_corpus
5573,3,Just the extremists.,0,threat_corpus
5573,4,"People of good faith accept people of other religions, allow them to believe what they wish.",0,threat_corpus
5573,5,"And it's why the usage of ""one nation under God"" as proof that we have religious freedom is flawed.",0,threat_corpus
5573,6,"It should be ""one nation under God, Shiva, Allah, and others"".",0,threat_corpus
5574,0,Is he running for president of the US or the ruler of Islam?,0,threat_corpus
5575,0,what if he was muslim?,0,threat_corpus
5575,1,so what????/////// You fuckin racist people i hope you die and rat in hell..,1,threat_corpus
5575,2,you wouldn't say anything if he was christian or jewish!!,0,threat_corpus
5576,0,"Muslims are a religion, not a race, you moron.",0,threat_corpus
5577,0,first the religion is called Islam not muslims.,0,threat_corpus
5577,1,second there is still racism when it gets to religion !,0,threat_corpus
5578,0,This president is trash,0,threat_corpus
5579,0,"I am a conservative libertarian, and I am 16 years old.",0,threat_corpus
5579,1,"I have read books on Islam, and how its politcs, and people affect on the country.",0,threat_corpus
5579,2,"And even being so young, I can realize you have to be completely ignorant to believe this even shows he is muslim.",0,threat_corpus
5579,3,"and even if obama is islam, why does that matter.",0,threat_corpus
5579,4,not every muslim is an extremist.,0,threat_corpus
5579,5,"I dont agree with obama on any issue regarding our country, but to ridicule him just because of this, is ludicrous.",0,threat_corpus
5580,0,It's videos like these that make me wish that Russia and China do bomb our asses.,1,threat_corpus
5580,1,So that America sees what kind of president we have.,0,threat_corpus
5580,2,"He won't do shit about it, but blame some poor countries and make us attack them.",0,threat_corpus
5581,0,This maybe a cut and paste watchers use your own wisdon here .,0,threat_corpus
5582,0,Christ you people are idiots.,0,threat_corpus
5583,0,When Obama bowed to the Muslim king I knew he was off the American rocker.,0,threat_corpus
5584,0,"I agree, he bowed to a Muslim King!",0,threat_corpus
5584,1,He's not what i want my leader to be,0,threat_corpus
5585,0,Whatever you say you Rush Limbaugh imbecilic clone!,0,threat_corpus
5586,0,"he's a pretty crappy muslim if he drinks beer and killed osama, but okay use that as your 'cover'",0,threat_corpus
5587,0,muslims aren't filthy any person who has such moral to say such a thing is filthy...,0,threat_corpus
5588,0,So you condone psychopathic violent pedophiles.,0,threat_corpus
5589,0,With lunatics like this supporting the GOP it goes to show how badly the US is mentally...!,0,threat_corpus
5590,0,He just not that bright.,0,threat_corpus
5590,1,The debate showed what happens when you take his teleprompter away.,0,threat_corpus
5590,2,He's nothing without his teleprompter.,0,threat_corpus
5590,3,Even with his teleprompter he's not smart enough to know what NOT to say.,0,threat_corpus
5590,4,NOT wearing a simple pin demonstrates just how retarded he is.,0,threat_corpus
5590,5,NOT insisting on a budget from the Senate shows he's not a CEO.,0,threat_corpus
5590,6,NOT insisting on proper security on 9/11 for ALL our consulates shows he's NOT a manager.,0,threat_corpus
5591,0,We say were on war against terrorist but we have a presidesnt the prays for us to become like them WTH,0,threat_corpus
5592,0,and destroy our embassies,0,threat_corpus
5593,0,being muslum isn't bad.,0,threat_corpus
5593,1,"but our founders are catholic, and based america off of Catholicism.",0,threat_corpus
5593,2,"they beleived in jesus, the son of god, and god himself.",0,threat_corpus
5593,3,"muslims dont think jesus is the son of god, and the extremests are the problems.",0,threat_corpus
5593,4,"he might not be an extremest, but he sure as hell lets alot of bad things (mid east) slide",0,threat_corpus
5593,5,and go without looking into,0,threat_corpus
5594,0,I wouldn't vote for Obama even if someone had a gun pointed at my head!!!,0,threat_corpus
5595,0,"nothing wrong with being islam or muslim, religion or a mans faith should never dictate a mans personal achievements or accomplishments in life, but yet this is america and for the past 30 years politicians and the federal government have been feeding the people this war on terror and link it to islam and muslim beliefs making it not ok for our president to to be islam shit kennedy was worried about being catholic remember that!",0,threat_corpus
5595,1,only problem is obama has a marxiest agenda and that is the problem,0,threat_corpus
5596,0,I agree and other agendas that he refuses to disclose to us or (U.S.),0,threat_corpus
5597,0,Now lets talk about all the deaths caused by Christian extremists.,0,threat_corpus
5598,0,"Tamerlane acted for purely political motives, in a secular quest to expand his territory and earthy power.",0,threat_corpus
5598,1,Can anyone beat a death toll of 14 million?,0,threat_corpus
5599,0,2) And it won't end there.,0,threat_corpus
5599,1,"In Canada, there is already one who waits in the wings for a GOP victory, ready to launch the same BS up there.",0,threat_corpus
5599,2,"What happens in this election will affect all of North America and then, in turn, the eastern hemisphere through war because there is another in Israel of the same ilk, supported by only 1/3 of the population, who is ready to start a third world war.",0,threat_corpus
5600,0,"Because if you vote for the opposition, you'll have a re-hash of the last lot of Republican years - marriage of government, corporations & big oil who will rule with the support with the most extreme of the Evangelicals who want to see Dominionism and state religion re-appear.",0,threat_corpus
5600,1,"You will see more war, and with it, even greater deficits, no protection for workers, greater job losses, deregulation of big business and you and I, my friend, will whistle in poverty, lack of health care and ignorance.",0,threat_corpus
5601,0,+this video is so funny!!!,0,threat_corpus
5601,1,if he was a muslim he will say that 'iam a muslim'.so no lies plz!!!,0,threat_corpus
5602,0,It may have been a Muslim extremist who was responsible for the death of 3000 innocents - What isn't said is that several hundred of them were also muslim (non-terrorists).,0,threat_corpus
5603,0,man.the muslims are not a terrorists.its only the media who says that!.+USA and israel are the terrorists they kill pple for the petrol and for the lands!!.,0,threat_corpus
5604,0,Just because you want it to be true....doesn't mean that it is.,0,threat_corpus
5605,0,I just have to tell you that I feel sorry for you.,0,threat_corpus
5605,1,I feel sorry about the fact that you see the Bible as a proof that God exists.,0,threat_corpus
5605,2,"You are an ignorant douche, that just won't realize that you are wrong.",0,threat_corpus
5605,3,Arguing with a religious person is like arguing with a wall.,0,threat_corpus
5606,0,"“Do not speak in the hearing of a DUPE, for HE DESPISES THE WISDOM” (Proverbs 23)",0,threat_corpus
5606,1,"I do NOT feel sorry for you, because you chose to be ignorantly STUPID and godless.",0,threat_corpus
5606,2,What did Forrest Gump say: “STUPID IS AS STUPID DOES”,0,threat_corpus
5606,3,Good luck in your stupidity.,0,threat_corpus
5607,0,Are you kidding me?,0,threat_corpus
5607,1,Its a sad sight to run into idiots like you.,0,threat_corpus
5607,2,"First of all, there's no need to go off and disrespect other people's religions like that.",0,threat_corpus
5607,3,"Second of all the Arabs did create algebra, look it up this is 7th grade stuff.",0,threat_corpus
5607,4,"Third of all, I highly doubt your an engineer.",0,threat_corpus
5607,5,You're probably just some middle school kid who obviously has nothing better to do with their time.,0,threat_corpus
5607,6,Or a community college grad with nothing better to do.,0,threat_corpus
5607,7,Whatever the scene is.Find something to do.Or go die in a hole,1,threat_corpus
5608,0,Mahammad is a regular guy,0,threat_corpus
5609,0,Look at all the suicide bombers on the news.,0,threat_corpus
5609,1,"They are ALL Muslims, every single one of them.",0,threat_corpus
5609,2,"Islam is humanity's cancer, and I really wish with all my heart that it would just DISAPPEAR off the face of the Earth!",0,threat_corpus
5609,3,We don't need it!,0,threat_corpus
5609,4,We would be so much better off without it!,0,threat_corpus
5610,0,Islam is not true.,0,threat_corpus
5610,1,Islam is a disgrace to mankind and a cancer to this world.,0,threat_corpus
5610,2,Muhammad was a very evil man.,0,threat_corpus
5610,3,Muhammad raped a 9 year old girl when he forced her to marry him.,0,threat_corpus
5610,4,"Muhammad was also a womaniser, a murderer, a war criminal, and a terrorist.",0,threat_corpus
5610,5,Islam continues to be stuck in the fifth century.,0,threat_corpus
5610,6,The problems in our world today are because of Islam.,0,threat_corpus
5610,7,I don't have the wrong idea of Islam.,0,threat_corpus
5610,8,You people continue to prove you're a disgrace when you fly our planes into our buildings and murder people,0,threat_corpus
5611,0,"And, I will continue to expose Muhammad for the POS he really was.",0,threat_corpus
5611,1,"And, I will continue to expose Islam for the hate-filled, false religion it really is.",0,threat_corpus
5611,2,"And, there is nothing you can do about it.",0,threat_corpus
5612,0,"WE know the truth about the false religion, Islam.",0,threat_corpus
5612,1,That is why so many oppose it and sharia law.,0,threat_corpus
5612,2,"I have studied Islam, read the qur'an, a hadith' and all lies and filled with hatred and violence.",0,threat_corpus
5612,3,"The TRUTH will win and the taqiyya of islam is being exposed for what its, a LIE and a most deadly one.",0,threat_corpus
5612,4,"Islam is still stuck in the 7th century and it is a POLITICAL IDEOLOGY, not a religion.",0,threat_corpus
5612,5,Islam is a cancer to this world.,0,threat_corpus
5612,6,Muhammad was a very evil man.,0,threat_corpus
5612,7,He raped a 9 year old girl by forcing her to marry him.,0,threat_corpus
5612,8,"He was also a womaniser, a murderer, a war criminal, and a terrorist.",0,threat_corpus
5612,9,Muhammad was not a prophet.,0,threat_corpus
5612,10,"So, all you brainwashed muslims can stop calling him one.",0,threat_corpus
5612,11,Muhammad and Islam are a disgrace to mankind.,0,threat_corpus
5612,12,"I spit on Islam, the quran, Muhammad, and the image of Muhammad.",0,threat_corpus
5613,0,Another man corrupted and fooled by the anti-Islamic media.,0,threat_corpus
5613,1,"Islam is growing, and will continue to grow, your children’s children will convert, and their children will guide others to convert, the media can't do anything about it and you can't do anything about it.",0,threat_corpus
5613,2,"You can die on your deathbed a Mushrik, you can die in your false beliefs.",1,threat_corpus
5613,3,Allah has already sent down upon humanity many miracles on behalf of Islam.,0,threat_corpus
5613,4,Allah is already a witness Muhammad (pbuh) is his last messenger if only you knew.,0,threat_corpus
5614,0,Islam is a cancer to the world.,0,threat_corpus
5614,1,Everything Islam touches gets destroyed.,0,threat_corpus
5615,0,Islam is not growing.,0,threat_corpus
5615,1,"We can, and will, do something about it.",0,threat_corpus
5615,2,"We can, and will, teach our children the truth about how evil and false Islam really is.",0,threat_corpus
5615,3,Islam is a cancer to this world.,0,threat_corpus
5615,4,"My body will die one day but, because of what Jesus Christ did for me, and everybody else, on the cross, my soul will live forever.",0,threat_corpus
5615,5,"Jesus Christ said, ""I am the way, the truth, and the life.",0,threat_corpus
5615,6,"Nobody comes to the Father except through me."" Muhammad will not save you.",0,threat_corpus
5615,7,Only through Jesus Christ are we set free.,0,threat_corpus
5616,0,"and he calls himself a Christian,lmaoo",0,threat_corpus
5616,1,"really?so if an American guy rapes a women, its all islam's fault, hmm so if today an Israeli soldier killed gaza babies its all islam's fault?.",0,threat_corpus
5616,2,"Im glad that ignorant people like you, see something bad about Islam,because my religion becomes more and more obvious that its the truth.",0,threat_corpus
5616,3,"Islam's main principle is to give charity,i guess to you thats problem",0,threat_corpus
5616,4,what sort of heart do you have?not liking charity,0,threat_corpus
5616,5,u have no heart just accept it.No point talking to dumbo,0,threat_corpus
5617,0,"well right now, your personality seems to shine through, not good shine more of a bad shine lol,You sound like someone who has bad things going on his life and wants to blame it on Islam and Muslims.yes u love every-one except Muslims, well we seem less of a human in ur eyes .How can Jesus be God?God created Jesus,Jesus couldn;t have created himself?.How then tell me, how come the earth still existed before Jesus's birth?",0,threat_corpus
